year,region,age_group,gender,total_insee,total_students
2023,Centre-Val de Loire,30-34 ans,Non renseigné,0,2
2023,Centre-Val de Loire,35-39 ans,Femme,76632,1
2023,Centre-Val de Loire,35-39 ans,Homme,73080,1
2023,Centre-Val de Loire,35-39 ans,Non renseigné,0,0
2023,Centre-Val de Loire,40-44 ans,Femme,78967,0
2023,Centre-Val de Loire,40-44 ans,Homme,76140,0
2023,Centre-Val de Loire,40-44 ans,Non renseigné,0,1
2023,Centre-Val de Loire,45-49 ans,Femme,79068,0
2023,Centre-Val de Loire,45-49 ans,Homme,77595,2
2023,Centre-Val de Loire,45-49 ans,Non renseigné,0,1
2023,Centre-Val de Loire,50-54 ans,Femme,88707,0
2023,Centre-Val de Loire,50-54 ans,Homme,86220,1
2023,Centre-Val de Loire,50-54 ans,Non renseigné,0,0
2023,Centre-Val de Loire,55-59 ans,Femme,87891,0
2023,Centre-Val de Loire,55-59 ans,Homme,84737,1
2023,Centre-Val de Loire,55-59 ans,Non renseigné,0,0
2023,Centre-Val de Loire,60 ans ou plus,Femme,429391,0
2023,Centre-Val de Loire,60 ans ou plus,Homme,347476,1
2023,Centre-Val de Loire,60 ans ou plus,Non renseigné,0,0
2023,Corse,20-24 ans,Femme,8048,0
2023,Corse,20-24 ans,Homme,8181,0
2023,Corse,20-24 ans,Non renseigné,0,0
2023,Corse,25-29 ans,Femme,8828,0
2023,Corse,25-29 ans,Homme,8330,0
2023,Corse,25-29 ans,Non renseigné,0,0
2023,Corse,30-34 ans,Femme,10824,0
2023,Corse,30-34 ans,Homme,10458,0
2023,Corse,30-34 ans,Non renseigné,0,0
2023,Corse,35-39 ans,Femme,11488,0
2023,Corse,35-39 ans,Homme,10441,0
2023,Corse,35-39 ans,Non renseigné,0,0
2023,Corse,40-44 ans,Femme,12256,0
2023,Corse,40-44 ans,Homme,11541,0
2023,Corse,40-44 ans,Non renseigné,0,0
2023,Corse,45-49 ans,Femme,11710,0
2023,Corse,45-49 ans,Homme,11025,0
2023,Corse,45-49 ans,Non renseigné,0,0
2023,Corse,50-54 ans,Femme,12544,0
2023,Corse,50-54 ans,Homme,12404,0
2023,Corse,50-54 ans,Non renseigné,0,0
2023,Corse,55-59 ans,Femme,12267,0
2023,Corse,55-59 ans,Homme,11883,0
2023,Corse,55-59 ans,Non renseigné,0,0
2023,Corse,60 ans ou plus,Femme,59976,0
2023,Corse,60 ans ou plus,Homme,51099,0
2023,Corse,60 ans ou plus,Non renseigné,0,0
2023,DROM,20-24 ans,Femme,65224,0
2023,DROM,20-24 ans,Homme,60563,0
2023,DROM,20-24 ans,Non renseigné,0,1
2023,DROM,25-29 ans,Femme,64847,0
2023,DROM,25-29 ans,Homme,51623,0
2023,DROM,25-29 ans,Non renseigné,0,0
2023,DROM,30-34 ans,Femme,74264,0
2023,DROM,30-34 ans,Homme,57479,0
2023,DROM,30-34 ans,Non renseigné,0,0
2023,DROM,35-39 ans,Femme,74594,1
2023,DROM,35-39 ans,Homme,58401,1
2023,DROM,35-39 ans,Non renseigné,0,1
2023,DROM,40-44 ans,Femme,73571,1
2023,DROM,40-44 ans,Homme,58283,0
2023,DROM,40-44 ans,Non renseigné,0,0
2023,DROM,45-49 ans,Femme,72174,1
2023,DROM,45-49 ans,Homme,60939,0
2023,DROM,45-49 ans,Non renseigné,0,0
2023,DROM,50-54 ans,Femme,76952,0
2023,DROM,50-54 ans,Homme,67830,1
2023,DROM,50-54 ans,Non renseigné,0,0
2023,DROM,55-59 ans,Femme,78240,0
2023,DROM,55-59 ans,Homme,70914,0
2023,DROM,55-59 ans,Non renseigné,0,0
2023,DROM,60 ans ou plus,Femme,251236,0
2023,DROM,60 ans ou plus,Homme,209167,0
2023,DROM,60 ans ou plus,Non renseigné,0,0
2023,Grand Est,20-24 ans,Femme,153559,0
2023,Grand Est,20-24 ans,Homme,165962,1
2023,Grand Est,20-24 ans,Non renseigné,0,1
2023,Grand Est,25-29 ans,Femme,150914,4
2023,Grand Est,25-29 ans,Homme,156200,6
2023,Grand Est,25-29 ans,Non renseigné,0,4
2023,Grand Est,30-34 ans,Femme,166240,1
2023,Grand Est,30-34 ans,Homme,165680,10
2023,Grand Est,30-34 ans,Non renseigné,0,4
2023,Grand Est,35-39 ans,Femme,174501,2
2023,Grand Est,35-39 ans,Homme,169548,3
2023,Grand Est,35-39 ans,Non renseigné,0,2
2023,Grand Est,40-44 ans,Femme,176650,0
2023,Grand Est,40-44 ans,Homme,172810,4
2023,Grand Est,40-44 ans,Non renseigné,0,1
2023,Grand Est,45-49 ans,Femme,170113,0
2023,Grand Est,45-49 ans,Homme,169185,0
2023,Grand Est,45-49 ans,Non renseigné,0,2
2023,Grand Est,50-54 ans,Femme,188776,0
2023,Grand Est,50-54 ans,Homme,186265,1
2023,Grand Est,50-54 ans,Non renseigné,0,1
2023,Grand Est,55-59 ans,Femme,192436,0
2023,Grand Est,55-59 ans,Homme,186427,1
2023,Grand Est,55-59 ans,Non renseigné,0,1
2023,Grand Est,60 ans ou plus,Femme,864234,0
2023,Grand Est,60 ans ou plus,Homme,700403,0
2023,Grand Est,60 ans ou plus,Non renseigné,0,0
2023,Hauts-de-France,20-24 ans,Femme,181465,1
2023,Hauts-de-France,20-24 ans,Homme,187492,2
2023,Hauts-de-France,20-24 ans,Non renseigné,0,1
2023,Hauts-de-France,25-29 ans,Femme,167276,4
2023,Hauts-de-France,25-29 ans,Homme,166604,6
2023,Hauts-de-France,25-29 ans,Non renseigné,0,2
2023,Hauts-de-France,30-34 ans,Femme,181350,5
2023,Hauts-de-France,30-34 ans,Homme,177744,9
2023,Hauts-de-France,30-34 ans,Non renseigné,0,5
2023,Hauts-de-France,35-39 ans,Femme,193965,3
2023,Hauts-de-France,35-39 ans,Homme,186747,5
2023,Hauts-de-France,35-39 ans,Non renseigné,0,6
2023,Hauts-de-France,40-44 ans,Femme,194079,2
2023,Hauts-de-France,40-44 ans,Homme,189538,4
2023,Hauts-de-France,40-44 ans,Non renseigné,0,1
2023,Hauts-de-France,45-49 ans,Femme,187192,1
2023,Hauts-de-France,45-49 ans,Homme,185847,2
2023,Hauts-de-France,45-49 ans,Non renseigné,0,1
2023,Hauts-de-France,50-54 ans,Femme,196655,2
2023,Hauts-de-France,50-54 ans,Homme,193496,2
2023,Hauts-de-France,50-54 ans,Non renseigné,0,3
2023,Hauts-de-France,55-59 ans,Femme,192990,0
2023,Hauts-de-France,55-59 ans,Homme,186651,1
2023,Hauts-de-France,55-59 ans,Non renseigné,0,0
2023,Hauts-de-France,60 ans ou plus,Femme,860783,0
2023,Hauts-de-France,60 ans ou plus,Homme,666952,1
2023,Hauts-de-France,60 ans ou plus,Non renseigné,0,0
2023,Normandie,20-24 ans,Femme,89147,1
2023,Normandie,20-24 ans,Homme,95268,0
2023,Normandie,20-24 ans,Non renseigné,0,0
2023,Normandie,25-29 ans,Femme,85151,0
2023,Normandie,25-29 ans,Homme,86765,6
2023,Normandie,25-29 ans,Non renseigné,0,0
2023,Normandie,30-34 ans,Femme,94304,2
2023,Normandie,30-34 ans,Homme,93525,2
2023,Normandie,30-34 ans,Non renseigné,0,3
2023,Normandie,35-39 ans,Femme,101301,2
2023,Normandie,35-39 ans,Homme,97527,1
2023,Normandie,35-39 ans,Non renseigné,0,4
2023,Normandie,40-44 ans,Femme,102550,1
2023,Normandie,40-44 ans,Homme,100239,2
2023,Normandie,40-44 ans,Non renseigné,0,1
2023,Normandie,45-49 ans,Femme,100451,2
2023,Normandie,45-49 ans,Homme,97880,1
2023,Normandie,45-49 ans,Non renseigné,0,1
2023,Normandie,50-54 ans,Femme,110586,1
2023,Normandie,50-54 ans,Homme,108188,2
2023,Normandie,50-54 ans,Non renseigné,0,1
2023,Normandie,55-59 ans,Femme,112449,0
2023,Normandie,55-59 ans,Homme,107234,0
2023,Normandie,55-59 ans,Non renseigné,0,0
2023,Normandie,60 ans ou plus,Femme,550303,0
2023,Normandie,60 ans ou plus,Homme,434121,0
2023,Normandie,60 ans ou plus,Non renseigné,0,0
2023,Nouvelle-Aquitaine,20-24 ans,Femme,155061,0
2023,Nouvelle-Aquitaine,20-24 ans,Homme,166493,2
2023,Nouvelle-Aquitaine,20-24 ans,Non renseigné,0,1
2023,Nouvelle-Aquitaine,25-29 ans,Femme,150273,0
2023,Nouvelle-Aquitaine,25-29 ans,Homme,151786,10
2023,Nouvelle-Aquitaine,25-29 ans,Non renseigné,0,3
2023,Nouvelle-Aquitaine,30-34 ans,Femme,169643,5
2023,Nouvelle-Aquitaine,30-34 ans,Homme,164722,9
2023,Nouvelle-Aquitaine,30-34 ans,Non renseigné,0,7
2023,Nouvelle-Aquitaine,35-39 ans,Femme,181258,1
2023,Nouvelle-Aquitaine,35-39 ans,Homme,173767,2
2023,Nouvelle-Aquitaine,35-39 ans,Non renseigné,0,3
2023,Nouvelle-Aquitaine,40-44 ans,Femme,192386,3
2023,Nouvelle-Aquitaine,40-44 ans,Homme,184683,1
2023,Nouvelle-Aquitaine,40-44 ans,Non renseigné,0,3
2023,Nouvelle-Aquitaine,45-49 ans,Femme,193003,3
2023,Nouvelle-Aquitaine,45-49 ans,Homme,186993,4
2023,Nouvelle-Aquitaine,45-49 ans,Non renseigné,0,1
2023,Nouvelle-Aquitaine,50-54 ans,Femme,212228,2
2023,Nouvelle-Aquitaine,50-54 ans,Homme,204474,0
2023,Nouvelle-Aquitaine,50-54 ans,Non renseigné,0,3
2023,Nouvelle-Aquitaine,55-59 ans,Femme,213832,0
2023,Nouvelle-Aquitaine,55-59 ans,Homme,201810,0
2023,Nouvelle-Aquitaine,55-59 ans,Non renseigné,0,0
2023,Nouvelle-Aquitaine,60 ans ou plus,Femme,1082578,0
2023,Nouvelle-Aquitaine,60 ans ou plus,Homme,867301,0
2023,Nouvelle-Aquitaine,60 ans ou plus,Non renseigné,0,0
2023,Occitanie,20-24 ans,Femme,167446,0
2023,Occitanie,20-24 ans,Homme,176233,1
2023,Occitanie,20-24 ans,Non renseigné,0,0
2023,Occitanie,25-29 ans,Femme,160825,0
2023,Occitanie,25-29 ans,Homme,162789,3
2023,Occitanie,25-29 ans,Non renseigné,0,8
2023,Occitanie,30-34 ans,Femme,176683,4
2023,Occitanie,30-34 ans,Homme,171167,7
2023,Occitanie,30-34 ans,Non renseigné,0,6
2023,Occitanie,35-39 ans,Femme,184797,0
2023,Occitanie,35-39 ans,Homme,175588,2
2023,Occitanie,35-39 ans,Non renseigné,0,2
2023,Occitanie,40-44 ans,Femme,194300,1
2023,Occitanie,40-44 ans,Homme,185223,4
2023,Occitanie,40-44 ans,Non renseigné,0,3
2023,Occitanie,45-49 ans,Femme,189138,0
2023,Occitanie,45-49 ans,Homme,182452,3
2023,Occitanie,45-49 ans,Non renseigné,0,0
2023,Occitanie,50-54 ans,Femme,207705,1
2023,Occitanie,50-54 ans,Homme,199351,0
2023,Occitanie,50-54 ans,Non renseigné,0,0
2023,Occitanie,55-59 ans,Femme,210139,1
2023,Occitanie,55-59 ans,Homme,198147,0
2023,Occitanie,55-59 ans,Non renseigné,0,1
2023,Occitanie,60 ans ou plus,Femme,1015889,0
2023,Occitanie,60 ans ou plus,Homme,824784,0
2023,Occitanie,60 ans ou plus,Non renseigné,0,0
2023,Pays de la Loire,20-24 ans,Femme,106230,0
2023,Pays de la Loire,20-24 ans,Homme,114036,0
2023,Pays de la Loire,20-24 ans,Non renseigné,0,0
2023,Pays de la Loire,25-29 ans,Femme,101387,1
2023,Pays de la Loire,25-29 ans,Homme,103415,3
2023,Pays de la Loire,25-29 ans,Non renseigné,0,3
2023,Pays de la Loire,30-34 ans,Femme,111734,0
2023,Pays de la Loire,30-34 ans,Homme,112074,8
2023,Pays de la Loire,30-34 ans,Non renseigné,0,3
2023,Pays de la Loire,35-39 ans,Femme,118913,0
2023,Pays de la Loire,35-39 ans,Homme,116316,3
2023,Pays de la Loire,35-39 ans,Non renseigné,0,6
2023,Pays de la Loire,40-44 ans,Femme,125434,1
2023,Pays de la Loire,40-44 ans,Homme,123473,0
2023,Pays de la Loire,40-44 ans,Non renseigné,0,1
2023,Pays de la Loire,45-49 ans,Femme,122102,1
2023,Pays de la Loire,45-49 ans,Homme,122950,3
2023,Pays de la Loire,45-49 ans,Non renseigné,0,1
2023,Pays de la Loire,50-54 ans,Femme,128015,1
2023,Pays de la Loire,50-54 ans,Homme,127720,2
2023,Pays de la Loire,50-54 ans,Non renseigné,0,0
2023,Pays de la Loire,55-59 ans,Femme,123676,1
2023,Pays de la Loire,55-59 ans,Homme,120949,1
2023,Pays de la Loire,55-59 ans,Non renseigné,0,0
2023,Pays de la Loire,60 ans ou plus,Femme,604434,0
2023,Pays de la Loire,60 ans ou plus,Homme,485431,0
2023,Pays de la Loire,60 ans ou plus,Non renseigné,0,0
2023,Provence-Alpes-Côte d'Azur,20-24 ans,Femme,134201,0
2023,Provence-Alpes-Côte d'Azur,20-24 ans,Homme,140210,2
2023,Provence-Alpes-Côte d'Azur,20-24 ans,Non renseigné,0,0
2023,Provence-Alpes-Côte d'Azur,25-29 ans,Femme,133398,2
2023,Provence-Alpes-Côte d'Azur,25-29 ans,Homme,131426,7
2023,Provence-Alpes-Côte d'Azur,25-29 ans,Non renseigné,0,5
2023,Provence-Alpes-Côte d'Azur,30-34 ans,Femme,153822,4
2023,Provence-Alpes-Côte d'Azur,30-34 ans,Homme,144587,12
2023,Provence-Alpes-Côte d'Azur,30-34 ans,Non renseigné,0,6
2023,Provence-Alpes-Côte d'Azur,35-39 ans,Femme,161413,1
2023,Provence-Alpes-Côte d'Azur,35-39 ans,Homme,149118,5
2023,Provence-Alpes-Côte d'Azur,35-39 ans,Non renseigné,0,2
2023,Provence-Alpes-Côte d'Azur,40-44 ans,Femme,166780,2
2023,Provence-Alpes-Côte d'Azur,40-44 ans,Homme,156764,2
2023,Provence-Alpes-Côte d'Azur,40-44 ans,Non renseigné,0,3
2023,Provence-Alpes-Côte d'Azur,45-49 ans,Femme,161442,0
2023,Provence-Alpes-Côte d'Azur,45-49 ans,Homme,153540,2
2023,Provence-Alpes-Côte d'Azur,45-49 ans,Non renseigné,0,1
2023,Provence-Alpes-Côte d'Azur,50-54 ans,Femme,178024,1
2023,Provence-Alpes-Côte d'Azur,50-54 ans,Homme,168712,1
2023,Provence-Alpes-Côte d'Azur,50-54 ans,Non renseigné,0,0
2023,Provence-Alpes-Côte d'Azur,55-59 ans,Femme,184659,0
2023,Provence-Alpes-Côte d'Azur,55-59 ans,Homme,168791,1
2023,Provence-Alpes-Côte d'Azur,55-59 ans,Non renseigné,0,1
2023,Provence-Alpes-Côte d'Azur,60 ans ou plus,Femme,889463,0
2023,Provence-Alpes-Côte d'Azur,60 ans ou plus,Homme,696838,1
2023,Provence-Alpes-Côte d'Azur,60 ans ou plus,Non renseigné,0,1
2023,Île-de-France,20-24 ans,Femme,427737,2
2023,Île-de-France,20-24 ans,Homme,416143,5
2023,Île-de-France,20-24 ans,Non renseigné,0,1
2023,Île-de-France,25-29 ans,Femme,437192,25
2023,Île-de-France,25-29 ans,Homme,417066,60
2023,Île-de-France,25-29 ans,Non renseigné,0,47
2023,Île-de-France,30-34 ans,Femme,464314,52
2023,Île-de-France,30-34 ans,Homme,438217,66
2023,Île-de-France,30-34 ans,Non renseigné,0,46
2023,Île-de-France,35-39 ans,Femme,451905,30
2023,Île-de-France,35-39 ans,Homme,419535,46
2023,Île-de-France,35-39 ans,Non renseigné,0,37
2023,Île-de-France,40-44 ans,Femme,437677,20
2023,Île-de-France,40-44 ans,Homme,414697,35
2023,Île-de-France,40-44 ans,Non renseigné,0,30
2023,Île-de-France,45-49 ans,Femme,409558,13
2023,Île-de-France,45-49 ans,Homme,404740,20
2023,Île-de-France,45-49 ans,Non renseigné,0,17
2023,Île-de-France,50-54 ans,Femme,407088,4
2023,Île-de-France,50-54 ans,Homme,395238,14
2023,Île-de-France,50-54 ans,Non renseigné,0,16
2023,Île-de-France,55-59 ans,Femme,390975,2
2023,Île-de-France,55-59 ans,Homme,369436,9
2023,Île-de-France,55-59 ans,Non renseigné,0,12
2023,Île-de-France,60 ans ou plus,Femme,1470656,0
2023,Île-de-France,60 ans ou plus,Homme,1159282,8
2023,Île-de-France,60 ans ou plus,Non renseigné,0,5
2024,Auvergne-Rhône-Alpes,20-24 ans,Femme,229109,1
2024,Auvergne-Rhône-Alpes,20-24 ans,Homme,241352,7
2024,Auvergne-Rhône-Alpes,20-24 ans,Non renseigné,0,1
2024,Auvergne-Rhône-Alpes,25-29 ans,Femme,230279,9
2024,Auvergne-Rhône-Alpes,25-29 ans,Homme,233708,21
2024,Auvergne-Rhône-Alpes,25-29 ans,Non renseigné,0,0
2024,Auvergne-Rhône-Alpes,30-34 ans,Femme,251551,1
2024,Auvergne-Rhône-Alpes,30-34 ans,Homme,248470,12
2024,Auvergne-Rhône-Alpes,30-34 ans,Non renseigné,0,0
2024,Auvergne-Rhône-Alpes,35-39 ans,Femme,267546,2
2024,Auvergne-Rhône-Alpes,35-39 ans,Homme,258138,7
2024,Auvergne-Rhône-Alpes,35-39 ans,Non renseigné,0,1
2024,Auvergne-Rhône-Alpes,40-44 ans,Femme,272399,1
2024,Auvergne-Rhône-Alpes,40-44 ans,Homme,261660,8
2024,Auvergne-Rhône-Alpes,40-44 ans,Non renseigné,0,2
2024,Auvergne-Rhône-Alpes,45-49 ans,Femme,251139,1
2024,Auvergne-Rhône-Alpes,45-49 ans,Homme,249055,7
2024,Auvergne-Rhône-Alpes,45-49 ans,Non renseigné,0,0
2024,Auvergne-Rhône-Alpes,50-54 ans,Femme,274786,0
2024,Auvergne-Rhône-Alpes,50-54 ans,Homme,273015,2
2024,Auvergne-Rhône-Alpes,50-54 ans,Non renseigné,0,1
2024,Auvergne-Rhône-Alpes,55-59 ans,Femme,267544,0
2024,Auvergne-Rhône-Alpes,55-59 ans,Homme,262549,0
2024,Auvergne-Rhône-Alpes,55-59 ans,Non renseigné,0,1
2024,Auvergne-Rhône-Alpes,60 ans ou plus,Femme,1231228,0
2024,Auvergne-Rhône-Alpes,60 ans ou plus,Homme,996750,2
2024,Auvergne-Rhône-Alpes,60 ans ou plus,Non renseigné,0,0
2024,Bourgogne-Franche-Comté,20-24 ans,Femme,69173,0
2024,Bourgogne-Franche-Comté,20-24 ans,Homme,78362,4
2024,Bourgogne-Franche-Comté,20-24 ans,Non renseigné,0,0
2024,Bourgogne-Franche-Comté,25-29 ans,Femme,68927,0
2024,Bourgogne-Franche-Comté,25-29 ans,Homme,72601,3
2024,Bourgogne-Franche-Comté,25-29 ans,Non renseigné,0,0
2024,Bourgogne-Franche-Comté,30-34 ans,Femme,74088,0
2024,Bourgogne-Franche-Comté,30-34 ans,Homme,75239,4
2024,Bourgogne-Franche-Comté,30-34 ans,Non renseigné,0,0
2024,Bourgogne-Franche-Comté,35-39 ans,Femme,82006,0
2024,Bourgogne-Franche-Comté,35-39 ans,Homme,79900,2
2024,Bourgogne-Franche-Comté,35-39 ans,Non renseigné,0,0
2024,Bourgogne-Franche-Comté,40-44 ans,Femme,84743,1
2024,Bourgogne-Franche-Comté,40-44 ans,Homme,83663,1
2024,Bourgogne-Franche-Comté,40-44 ans,Non renseigné,0,0
2024,Bourgogne-Franche-Comté,45-49 ans,Femme,81853,0
2024,Bourgogne-Franche-Comté,45-49 ans,Homme,80928,0
2024,Bourgogne-Franche-Comté,45-49 ans,Non renseigné,0,0
2024,Bourgogne-Franche-Comté,50-54 ans,Femme,94337,0
2024,Bourgogne-Franche-Comté,50-54 ans,Homme,93416,0
2024,Bourgogne-Franche-Comté,50-54 ans,Non renseigné,0,0
2024,Bourgogne-Franche-Comté,55-59 ans,Femme,95436,0
2024,Bourgogne-Franche-Comté,55-59 ans,Homme,93527,0
2024,Bourgogne-Franche-Comté,55-59 ans,Non renseigné,0,0
2024,Bourgogne-Franche-Comté,60 ans ou plus,Femme,481541,0
2024,Bourgogne-Franche-Comté,60 ans ou plus,Homme,392583,0
2024,Bourgogne-Franche-Comté,60 ans ou plus,Non renseigné,0,0
2024,Bretagne,20-24 ans,Femme,89502,1
2024,Bretagne,20-24 ans,Homme,97516,3
2024,Bretagne,20-24 ans,Non renseigné,0,0
2024,Bretagne,25-29 ans,Femme,85533,2
2024,Bretagne,25-29 ans,Homme,89853,3
2024,Bretagne,25-29 ans,Non renseigné,0,1
2024,Bretagne,30-34 ans,Femme,92365,3
2024,Bretagne,30-34 ans,Homme,93523,4
2024,Bretagne,30-34 ans,Non renseigné,0,1
2024,Bretagne,35-39 ans,Femme,101772,1
2024,Bretagne,35-39 ans,Homme,99723,2
2024,Bretagne,35-39 ans,Non renseigné,0,1
2024,Bretagne,40-44 ans,Femme,107394,0
2024,Bretagne,40-44 ans,Homme,105807,4
2024,Bretagne,40-44 ans,Non renseigné,0,0
2024,Bretagne,45-49 ans,Femme,103417,2
2024,Bretagne,45-49 ans,Homme,103461,1
2024,Bretagne,45-49 ans,Non renseigné,0,0
2024,Bretagne,50-54 ans,Femme,117320,0
2024,Bretagne,50-54 ans,Homme,117441,0
2024,Bretagne,50-54 ans,Non renseigné,0,0
2024,Bretagne,55-59 ans,Femme,114677,0
2024,Bretagne,55-59 ans,Homme,111660,1
2024,Bretagne,55-59 ans,Non renseigné,0,0
2024,Bretagne,60 ans ou plus,Femme,588778,0
2024,Bretagne,60 ans ou plus,Homme,471265,0
2024,Bretagne,60 ans ou plus,Non renseigné,0,0
2024,Centre-Val de Loire,20-24 ans,Femme,63860,0
2024,Centre-Val de Loire,20-24 ans,Homme,69151,2
2024,Centre-Val de Loire,20-24 ans,Non renseigné,0,0
2024,Centre-Val de Loire,25-29 ans,Femme,64319,1
2024,Centre-Val de Loire,25-29 ans,Homme,65418,5
2024,Centre-Val de Loire,25-29 ans,Non renseigné,0,0
2024,Centre-Val de Loire,30-34 ans,Femme,70657,0
2024,Centre-Val de Loire,30-34 ans,Homme,68747,3
2024,Centre-Val de Loire,30-34 ans,Non renseigné,0,1
2024,Centre-Val de Loire,35-39 ans,Femme,77449,1
2024,Centre-Val de Loire,35-39 ans,Homme,73618,6
2024,Centre-Val de Loire,35-39 ans,Non renseigné,0,0
2024,Centre-Val de Loire,40-44 ans,Femme,79432,1
2024,Centre-Val de Loire,40-44 ans,Homme,76066,3
2024,Centre-Val de Loire,40-44 ans,Non renseigné,0,0
2024,Centre-Val de Loire,45-49 ans,Femme,76632,0
2024,Centre-Val de Loire,45-49 ans,Homme,75392,1
2024,Centre-Val de Loire,45-49 ans,Non renseigné,0,0
2024,Centre-Val de Loire,50-54 ans,Femme,88728,0
2024,Centre-Val de Loire,50-54 ans,Homme,86285,1
2024,Centre-Val de Loire,50-54 ans,Non renseigné,0,0
2024,Centre-Val de Loire,55-59 ans,Femme,87682,0
2024,Centre-Val de Loire,55-59 ans,Homme,84525,1
2024,Centre-Val de Loire,55-59 ans,Non renseigné,0,0
2024,Centre-Val de Loire,60 ans ou plus,Femme,433381,0
2024,Centre-Val de Loire,60 ans ou plus,Homme,351290,0
2024,Centre-Val de Loire,60 ans ou plus,Non renseigné,0,0
2024,Corse,20-24 ans,Femme,8201,0
2024,Corse,20-24 ans,Homme,8212,0
2024,Corse,20-24 ans,Non renseigné,0,0
2024,Corse,25-29 ans,Femme,8911,0
2024,Corse,25-29 ans,Homme,8424,0
2024,Corse,25-29 ans,Non renseigné,0,0
2024,Corse,30-34 ans,Femme,10652,0
2024,Corse,30-34 ans,Homme,10359,0
2024,Corse,30-34 ans,Non renseigné,0,0
2024,Corse,35-39 ans,Femme,11622,0
2024,Corse,35-39 ans,Homme,10623,0
2024,Corse,35-39 ans,Non renseigné,0,0
2024,Corse,40-44 ans,Femme,12438,0
2024,Corse,40-44 ans,Homme,11795,0
2024,Corse,40-44 ans,Non renseigné,0,0
2024,Corse,45-49 ans,Femme,11649,0
2024,Corse,45-49 ans,Homme,10880,0
2024,Corse,45-49 ans,Non renseigné,0,0
2024,Corse,50-54 ans,Femme,12417,0
2024,Corse,50-54 ans,Homme,12293,0
2024,Corse,50-54 ans,Non renseigné,0,0
2024,Corse,55-59 ans,Femme,12391,0
2024,Corse,55-59 ans,Homme,12085,0
2024,Corse,55-59 ans,Non renseigné,0,0
2024,Corse,60 ans ou plus,Femme,61085,0
2024,Corse,60 ans ou plus,Homme,52054,0
2024,Corse,60 ans ou plus,Non renseigné,0,0
2024,DROM,20-24 ans,Femme,64606,0
2024,DROM,20-24 ans,Homme,59250,0
2024,DROM,20-24 ans,Non renseigné,0,0
2024,DROM,25-29 ans,Femme,64757,0
2024,DROM,25-29 ans,Homme,51814,1
2024,DROM,25-29 ans,Non renseigné,0,0
2024,DROM,30-34 ans,Femme,74273,1
2024,DROM,30-34 ans,Homme,57072,2
2024,DROM,30-34 ans,Non renseigné,0,0
2024,DROM,35-39 ans,Femme,75577,0
2024,DROM,35-39 ans,Homme,58963,0
2024,DROM,35-39 ans,Non renseigné,0,0
2024,DROM,40-44 ans,Femme,74185,1
2024,DROM,40-44 ans,Homme,58735,1
2024,DROM,40-44 ans,Non renseigné,0,0
2024,DROM,45-49 ans,Femme,70810,1
2024,DROM,45-49 ans,Homme,59968,2
2024,DROM,45-49 ans,Non renseigné,0,0
2024,DROM,50-54 ans,Femme,75754,0
2024,DROM,50-54 ans,Homme,66573,0
2024,DROM,50-54 ans,Non renseigné,0,0
2024,DROM,55-59 ans,Femme,78432,0
2024,DROM,55-59 ans,Homme,70856,0
2024,DROM,55-59 ans,Non renseigné,0,0
2024,DROM,60 ans ou plus,Femme,260746,0
2024,DROM,60 ans ou plus,Homme,217834,0
2024,DROM,60 ans ou plus,Non renseigné,0,0
2024,Grand Est,20-24 ans,Femme,152653,1
2024,Grand Est,20-24 ans,Homme,165252,4
2024,Grand Est,20-24 ans,Non renseigné,0,0
2024,Grand Est,25-29 ans,Femme,151302,2
2024,Grand Est,25-29 ans,Homme,157330,10
2024,Grand Est,25-29 ans,Non renseigné,0,0
2024,Grand Est,30-34 ans,Femme,163485,2
2024,Grand Est,30-34 ans,Homme,164129,7
2024,Grand Est,30-34 ans,Non renseigné,0,1
2024,Grand Est,35-39 ans,Femme,175809,1
2024,Grand Est,35-39 ans,Homme,170903,11
2024,Grand Est,35-39 ans,Non renseigné,0,3
2024,Grand Est,40-44 ans,Femme,177761,0
2024,Grand Est,40-44 ans,Homme,173027,3
2024,Grand Est,40-44 ans,Non renseigné,0,0
2024,Grand Est,45-49 ans,Femme,165728,0
2024,Grand Est,45-49 ans,Homme,165888,6
2024,Grand Est,45-49 ans,Non renseigné,0,3
2024,Grand Est,50-54 ans,Femme,188786,1
2024,Grand Est,50-54 ans,Homme,184599,1
2024,Grand Est,50-54 ans,Non renseigné,0,1
2024,Grand Est,55-59 ans,Femme,189493,0
2024,Grand Est,55-59 ans,Homme,185014,1
2024,Grand Est,55-59 ans,Non renseigné,0,0
2024,Grand Est,60 ans ou plus,Femme,874904,0
2024,Grand Est,60 ans ou plus,Homme,711298,0
2024,Grand Est,60 ans ou plus,Non renseigné,0,0
2024,Hauts-de-France,20-24 ans,Femme,180798,0
2024,Hauts-de-France,20-24 ans,Homme,187277,8
2024,Hauts-de-France,20-24 ans,Non renseigné,0,0
2024,Hauts-de-France,25-29 ans,Femme,168684,1
2024,Hauts-de-France,25-29 ans,Homme,167593,12
2024,Hauts-de-France,25-29 ans,Non renseigné,0,1
2024,Hauts-de-France,30-34 ans,Femme,178548,2
2024,Hauts-de-France,30-34 ans,Homme,174658,6
2024,Hauts-de-France,30-34 ans,Non renseigné,0,2
2024,Hauts-de-France,35-39 ans,Femme,194351,2
2024,Hauts-de-France,35-39 ans,Homme,187727,7
2024,Hauts-de-France,35-39 ans,Non renseigné,0,2
